#domainClass	relation	rangeClass	from	to	isDataTypeProperty	mergedName	description
Person	restingDate	RestingDate	?	?	true	RestingDate	No description provided
Person	penisLength	PenisLength	?	?	true	PenisLength	No description provided
Person	juniorYearsEndYear	JuniorYearsEndYear	?	?	true	JuniorYearsEndYear	No description provided
Person	almaMater	EducationalInstitution	?	?	false	AlmaMaterEducationalInstitution	schools that they attended
Person	seasonManager	SeasonManager	?	?	true	SeasonManager	No description provided
Person	grave	Grave	?	?	true	Grave	No description provided
Person	collaboration	Person	?	?	false	CollaborationPerson	No description provided
Person	birthPlace	Place	?	?	false	BirthPlace	where the person was born
Person	freeDanseScore	FreeDanseScore	?	?	true	FreeDanseScore	No description provided
Person	idNumber	IdNumber	?	?	true	IdNumber	No description provided
Person	podium	Podium	?	?	true	Podium	No description provided
Person	temple	Temple	?	?	true	Temple	No description provided
Person	networth	Networth	?	?	true	Networth	No description provided
Person	noteOnRestingPlace	NoteOnRestingPlace	?	?	true	NoteOnRestingPlace	No description provided
Person	case	_case	?	?	true	_case	No description provided
Person	hipSize	HipSize	?	?	true	HipSize	No description provided
Person	spouseName	SpouseName	?	?	true	SpouseName	No description provided
Person	freeProgScore	FreeProgScore	?	?	true	FreeProgScore	No description provided
Person	orcidId	OrcidId	?	?	true	OrcidId	No description provided
Person	shortProgCompetition	ShortProgCompetition	?	?	true	ShortProgCompetition	No description provided
Person	sibling	Person	?	?	false	SiblingPerson	No description provided
Person	endReign	core#Concept	?	?	false	EndReigncore#Concept	No description provided
Person	newspaper	PeriodicalLiterature	?	?	false	NewspaperPeriodicalLiterature	No description provided
Person	parent	Person	?	?	false	ParentPerson	No description provided
Person	wife	Person	?	?	false	WifePerson	No description provided
Person	weddingParentsDate	WeddingParentsDate	?	?	true	WeddingParentsDate	No description provided
Person	retirementDate	RetirementDate	?	?	true	RetirementDate	No description provided
Person	tessitura	Tessitura	?	?	true	Tessitura	No description provided
Person	measurements	Measurements	?	?	true	Measurements	No description provided
Person	deathDate	DeathDate	?	?	true	DeathDate	No description provided
Person	externalOrnament	ExternalOrnament	?	?	true	ExternalOrnament	No description provided
Person	catch	_catch	?	?	true	_catch	No description provided
Person	speciality	Speciality	?	?	true	Speciality	No description provided
Person	shortProgScore	ShortProgScore	?	?	true	ShortProgScore	No description provided
Person	student	Person	?	?	false	StudentPerson	No description provided
Person	homage	Homage	?	?	true	Homage	No description provided
Person	fullCompetition	FullCompetition	?	?	true	FullCompetition	No description provided
Person	leagueManager	SportsLeague	?	?	false	LeagueManagerSportsLeague	No description provided
Person	affair	Affair	?	?	true	Affair	No description provided
Person	juniorYearsStartYear	JuniorYearsStartYear	?	?	true	JuniorYearsStartYear	No description provided
Person	project	Project	?	?	false	Project	No description provided
Person	signature	Signature	?	?	true	Signature	No description provided
Person	shoeNumber	ShoeNumber	?	?	true	ShoeNumber	No description provided
Person	electionDate	ElectionDate	?	?	true	ElectionDate	No description provided
Person	friend	Person	?	?	false	FriendPerson	No description provided
Person	nationalTeamMatchPoint	NationalTeamMatchPoint	?	?	true	NationalTeamMatchPoint	No description provided
Person	weight	kilogram	?	?	false	Weightkilogram	No description provided
Person	copilote	Person	?	?	false	CopilotePerson	No description provided
Person	worldTournamentBronze	WorldTournamentBronze	?	?	true	WorldTournamentBronze	No description provided
Person	reign	Reign	?	?	true	Reign	No description provided
Person	shoot	Shoot	?	?	true	Shoot	No description provided
Person	otherActivity	OtherActivity	?	?	true	OtherActivity	No description provided
Person	killedBy	KilledBy	?	?	true	KilledBy	No description provided
Person	olympicGamesBronze	OlympicGamesBronze	?	?	true	OlympicGamesBronze	No description provided
Person	deathAge	DeathAge	?	?	true	DeathAge	No description provided
Person	federation	Organisation	?	?	false	FederationOrganisation	No description provided
Person	allegiance	Allegiance	?	?	true	Allegiance	No description provided
Person	consecration	Consecration	?	?	true	Consecration	No description provided
Person	proPeriod	ProPeriod	?	?	true	ProPeriod	No description provided
Person	militaryBranch	MilitaryUnit	?	?	false	MilitaryBranchMilitaryUnit	The service branch (Army, Navy, etc.) a person is part of.
Person	spouse	Person	?	?	false	SpousePerson	the person they are married to
Person	parliamentaryGroup	ParliamentaryGroup	?	?	true	ParliamentaryGroup	No description provided
Person	startWqs	StartWqs	?	?	true	StartWqs	No description provided
Person	nationalTournament	Tournament	?	?	false	NationalTournament	No description provided
Person	bigPoolRecord	BigPoolRecord	?	?	true	BigPoolRecord	No description provided
Person	lahHof	LahHof	?	?	true	LahHof	No description provided
Person	polePosition	PolePosition	?	?	true	PolePosition	No description provided
Person	raceWins	RaceWins	?	?	true	RaceWins	No description provided
Person	handisport	Handisport	?	?	true	Handisport	No description provided
Person	competitionTitle	SportsEvent	?	?	false	CompetitionTitleSportsEvent	No description provided
Person	shoeSize	ShoeSize	?	?	true	ShoeSize	No description provided
Person	careerStation	CareerStation	?	?	false	CareerStation	this property links to a step in the career of a person, e.g. a soccer player, holding information on the time span, matches and goals he or she achieved at a club.
Person	victoryAsMgr	VictoryAsMgr	?	?	true	VictoryAsMgr	No description provided
Person	third	Third	?	?	true	Third	No description provided
Person	bpnId	BpnId	?	?	true	BpnId	No description provided
Person	deathPlace	Place	?	?	false	DeathPlace	the place where they died
Person	waistSize	WaistSize	?	?	true	WaistSize	No description provided
Person	university	EducationalInstitution	?	?	false	UniversityEducationalInstitution	university a person goes or went to.
Person	publication	Publication	?	?	true	Publication	No description provided
Person	architecturalMovement	ArchitecturalMovement	?	?	true	ArchitecturalMovement	No description provided
Person	freeProgCompetition	FreeProgCompetition	?	?	true	FreeProgCompetition	No description provided
Person	reignName	ReignName	?	?	true	ReignName	No description provided
Person	victoryPercentageAsMgr	VictoryPercentageAsMgr	?	?	true	VictoryPercentageAsMgr	No description provided
Person	movie	Film	?	?	false	MovieFilm	No description provided
Person	artisticFunction	ArtisticFunction	?	?	true	ArtisticFunction	No description provided
Person	sex	Sex	?	?	true	Sex	No description provided
Person	sentence	Sentence	?	?	true	Sentence	No description provided
Person	lccnId	LccnId	?	?	true	LccnId	No description provided
Person	freeScoreCompetition	FreeScoreCompetition	?	?	true	FreeScoreCompetition	No description provided
Person	school	EducationalInstitution	?	?	false	SchoolEducationalInstitution	school a person goes or went to
Person	derivedWord	DerivedWord	?	?	true	DerivedWord	No description provided
Person	birthYear	BirthYear	?	?	true	BirthYear	No description provided
Person	partner	Person	?	?	false	PartnerPerson	No description provided
Person	littlePoolRecord	LittlePoolRecord	?	?	true	LittlePoolRecord	No description provided
Person	imposedDanseScore	ImposedDanseScore	?	?	true	ImposedDanseScore	No description provided
Person	creationChristianBishop	CreationChristianBishop	?	?	true	CreationChristianBishop	No description provided
Person	usopenWins	core#Concept	?	?	false	UsopenWinscore#Concept	No description provided
Person	originalDanseCompetition	OriginalDanseCompetition	?	?	true	OriginalDanseCompetition	No description provided
Person	abbeychurchBlessing	AbbeychurchBlessing	?	?	true	AbbeychurchBlessing	No description provided
Person	personFunction	PersonFunction	?	?	false	PersonFunction	No description provided
TelevisionEpisode	photographer	Person	?	?	false	PhotographerPerson	No description provided
TelevisionEpisode	episodeNumber	EpisodeNumber	?	?	true	EpisodeNumber	No description provided
TelevisionEpisode	guest	Person	?	?	false	GuestPerson	No description provided
TelevisionEpisode	seasonNumber	SeasonNumber	?	?	true	SeasonNumber	No description provided
Person,_PersonalEvent	child	Person	?	?	false	ChildPerson	No description provided
Person,_PersonalEvent	father	Person	?	?	false	FatherPerson	No description provided
Person,_PersonalEvent	mother	Person	?	?	false	MotherPerson	No description provided
Building	seatingCapacity	SeatingCapacity	?	?	true	SeatingCapacity	No description provided
Building	floorCount	FloorCount	?	?	true	FloorCount	No description provided
Building	tenant	Organisation	?	?	false	TenantOrganisation	No description provided
Building	security	Security	?	?	true	Security	No description provided
Building	floorArea	FloorArea	?	?	true	FloorArea	No description provided
Building	workArea	WorkArea	?	?	true	WorkArea	No description provided
Building	elevatorCount	ElevatorCount	?	?	true	ElevatorCount	No description provided
Building	address	Address	?	?	true	Address	No description provided
Building	space	Space	?	?	true	Space	No description provided
Building	towerHeight	TowerHeight	?	?	true	TowerHeight	No description provided
Building	floorArea	squareMetre	?	?	false	FloorAreasquareMetre	No description provided
Song	trackNumber	TrackNumber	?	?	true	TrackNumber	No description provided
MusicalWork	recordDate	RecordDate	?	?	true	RecordDate	No description provided
MusicalWork	musicalKey	MusicalKey	?	?	true	MusicalKey	No description provided
MusicalWork	artist	Agent	?	?	false	ArtistAgent	The performer or creator of the musical work.
MusicalWork	recordedIn	PopulatedPlace	?	?	false	RecordedInPopulatedPlace	No description provided
RaceHorse	jockey	Jockey	?	?	false	Jockey	No description provided
PoliticalParty	mergedIntoParty	PoliticalParty	?	?	false	MergedIntoPoliticalParty	No description provided
PoliticalParty	numberOfSeatsInParliament	NumberOfSeatsInParliament	?	?	true	NumberOfSeatsInParliament	No description provided
PoliticalParty	spokesperson	Person	?	?	false	SpokespersonPerson	No description provided
PoliticalParty	splitFromParty	PoliticalParty	?	?	false	SplitFromPoliticalParty	No description provided
PoliticalParty	numberOfMembersAsOf	NumberOfMembersAsOf	?	?	true	NumberOfMembersAsOf	No description provided
CelestialBody	apoapsis	Apoapsis	?	?	true	Apoapsis	No description provided
CelestialBody	ngcName	NgcName	?	?	true	NgcName	No description provided
CelestialBody	periapsis	Periapsis	?	?	true	Periapsis	No description provided
CelestialBody	messierName	MessierName	?	?	true	MessierName	No description provided
CelestialBody	maxAbsoluteMagnitude	MaxAbsoluteMagnitude	?	?	true	MaxAbsoluteMagnitude	No description provided
CelestialBody	orbitalEccentricity	OrbitalEccentricity	?	?	true	OrbitalEccentricity	No description provided
CelestialBody	vonKlitzingConstant	VonKlitzingConstant	?	?	true	VonKlitzingConstant	No description provided
CelestialBody	maxApparentMagnitude	MaxApparentMagnitude	?	?	true	MaxApparentMagnitude	No description provided
CelestialBody	absoluteMagnitude	AbsoluteMagnitude	?	?	true	AbsoluteMagnitude	No description provided
ReligiousBuilding	organ	Organ	?	?	false	Organ	Name and/or description of the organ
ReligiousBuilding	cemetery	Cemetery	?	?	false	Cemetery	No description provided
SportsEvent	championInDoubleMale	Athlete	?	?	false	ChampionInDoubleMaleAthlete	winner of a competition in the male double session (as in tennis)
SportsEvent	championInSingleFemale	Athlete	?	?	false	ChampionInSingleFemaleAthlete	winner of a competition in the single female session, to distinguish from the double session (as in tennis)
SportsEvent	championInDoubleFemale	Athlete	?	?	false	ChampionInDoubleFemaleAthlete	winner of a competition in the female double session (as in tennis)
SportsEvent	silverMedalist	Person	?	?	false	SilverMedalistPerson	No description provided
SportsEvent	goldMedalist	Person	?	?	false	GoldMedalistPerson	No description provided
SportsEvent	bronzeMedalist	Person	?	?	false	BronzeMedalistPerson	No description provided
SportsEvent	championInMixedDouble	Athlete	?	?	false	ChampionInMixedDoubleAthlete	winner of a competition in the mixed double session (as in tennis)
SportsEvent	championInSingle	Athlete	?	?	false	ChampionInSingleAthlete	winner of a competition in the single session, to distinguish from the double session (as in tennis)
SportsEvent	championInSingleMale	Athlete	?	?	false	ChampionInSingleMaleAthlete	winner of a competition in the single male session, to distinguish from the double session (as in tennis)
SportsEvent	medalist	Person	?	?	false	MedalistPerson	No description provided
SportsEvent	championInDouble	Athlete	?	?	false	ChampionInDoubleAthlete	winner of a competition in the double session (as in tennis)
SportsEvent	raceTrack	RaceTrack	?	?	false	RaceTrack	No description provided
SportsEvent	champion	Athlete	?	?	false	ChampionAthlete	winner of a competition
Politician	prefect	Person	?	?	false	PrefectPerson	No description provided
Athlete	titleDouble	TitleDouble	?	?	true	TitleDouble	No description provided
Athlete	silverMedalMixed	SilverMedalMixed	?	?	true	SilverMedalMixed	No description provided
Athlete	backhand	Backhand	?	?	true	Backhand	No description provided
Athlete	nflSeason	NflSeason	?	?	true	NflSeason	No description provided
Athlete	supplementalDraftRound	SupplementalDraftRound	?	?	true	SupplementalDraftRound	No description provided
Athlete	stateOfOriginTeam	SportsTeam	?	?	false	StateOfOriginSportsTeam	No description provided
Athlete	nflCode	NflCode	?	?	true	NflCode	No description provided
Athlete	currentTeam	SportsTeam	?	?	false	CurrentSportsTeam	No description provided
Athlete	europeanChampionship	EuropeanChampionship	?	?	true	EuropeanChampionship	No description provided
Athlete	formerTeam	SportsTeam	?	?	false	FormerSportsTeam	No description provided
Athlete	heisman	Heisman	?	?	true	Heisman	No description provided
Athlete	draftLeague	DraftLeague	?	?	true	DraftLeague	No description provided
Athlete	australiaOpenSingle	AustraliaOpenSingle	?	?	true	AustraliaOpenSingle	No description provided
Athlete	firstProMatch	FirstProMatch	?	?	true	FirstProMatch	No description provided
Athlete	finalLostDouble	FinalLostDouble	?	?	true	FinalLostDouble	No description provided
Athlete	ncbhof	Ncbhof	?	?	true	Ncbhof	No description provided
Athlete	ncaaTeam	SportsTeam	?	?	false	NcaaSportsTeam	No description provided
Athlete	heightAttack	HeightAttack	?	?	true	HeightAttack	No description provided
Athlete	ithfDate	IthfDate	?	?	true	IthfDate	No description provided
Athlete	mvp	Mvp	?	?	true	Mvp	No description provided
Athlete	worldOpen	WorldOpen	?	?	true	WorldOpen	No description provided
Athlete	finalLostTeam	FinalLostTeam	?	?	true	FinalLostTeam	No description provided
Athlete	worldTeamCup	WorldTeamCup	?	?	true	WorldTeamCup	No description provided
Athlete	titleSingle	TitleSingle	?	?	true	TitleSingle	No description provided
Athlete	cashPrice	CashPrice	?	?	true	CashPrice	No description provided
Athlete	qatarClassic	QatarClassic	?	?	true	QatarClassic	No description provided
Athlete	otherSportsExperience	Athletics	?	?	false	OtherSportsExperienceAthletics	No description provided
Athlete	usOpenMixed	UsOpenMixed	?	?	true	UsOpenMixed	No description provided
Athlete	youthClub	SportsTeam	?	?	false	YouthClubSportsTeam	No description provided
Athlete	sportSpecialty	Sport	?	?	false	SportSpecialty	the sport specialty the athlete practices, e.g. 'Ring' for a men's artistic gymnastics athlete
Athlete	teamTitle	TeamTitle	?	?	true	TeamTitle	No description provided
Athlete	draftPosition	DraftPosition	?	?	true	DraftPosition	No description provided
Athlete	nationalTeam	SportsTeam	?	?	false	NationalSportsTeam	No description provided
Athlete	selectionYear	SelectionYear	?	?	true	SelectionYear	No description provided
Athlete	usOpenSingle	UsOpenSingle	?	?	true	UsOpenSingle	No description provided
Athlete	bronzeMedalMixed	BronzeMedalMixed	?	?	true	BronzeMedalMixed	No description provided
Athlete	finalLost	FinalLost	?	?	true	FinalLost	No description provided
Athlete	nflTeam	SportsTeam	?	?	false	NflSportsTeam	No description provided
Athlete	horseRidingDiscipline	HorseRiding	?	?	false	HorseRidingDiscipline	No description provided
Athlete	teamCoached	SportsTeam	?	?	false	TeamCoachedSportsTeam	No description provided
Athlete	wins	Wins	?	?	true	Wins	No description provided
Athlete	espnId	EspnId	?	?	true	EspnId	No description provided
Athlete	collegeHof	CollegeHof	?	?	true	CollegeHof	No description provided
Athlete	rolandGarrosDouble	RolandGarrosDouble	?	?	true	RolandGarrosDouble	No description provided
Athlete	bestRankSingle	BestRankSingle	?	?	true	BestRankSingle	No description provided
Athlete	silverMedalDouble	SilverMedalDouble	?	?	true	SilverMedalDouble	No description provided
Athlete	coachClub	SportsTeam	?	?	false	CoachClubSportsTeam	No description provided
Athlete	stateOfOriginPoint	StateOfOriginPoint	?	?	true	StateOfOriginPoint	No description provided
Athlete	worldChampionTitleYear	WorldChampionTitleYear	?	?	true	WorldChampionTitleYear	No description provided
Athlete	goldMedalMixed	GoldMedalMixed	?	?	true	GoldMedalMixed	No description provided
Athlete	fedCup	FedCup	?	?	true	FedCup	No description provided
Athlete	bronzeMedalSingle	BronzeMedalSingle	?	?	true	BronzeMedalSingle	No description provided
Athlete	heightAgainst	HeightAgainst	?	?	true	HeightAgainst	No description provided
Athlete	goldMedalSingle	GoldMedalSingle	?	?	true	GoldMedalSingle	No description provided
Athlete	australiaOpenDouble	AustraliaOpenDouble	?	?	true	AustraliaOpenDouble	No description provided
Athlete	goldMedalDouble	GoldMedalDouble	?	?	true	GoldMedalDouble	No description provided
Athlete	davisCup	DavisCup	?	?	true	DavisCup	No description provided
Athlete	lastProMatch	LastProMatch	?	?	true	LastProMatch	No description provided
Athlete	club	SportsTeam	?	?	false	ClubSportsTeam	No description provided
Athlete	finalLostSingle	FinalLostSingle	?	?	true	FinalLostSingle	No description provided
Athlete	currentLeague	SportsLeague	?	?	false	CurrentSportsLeague	No description provided
Athlete	teamPoint	TeamPoint	?	?	true	TeamPoint	No description provided
Athlete	selectionPoint	SelectionPoint	?	?	true	SelectionPoint	No description provided
Athlete	wimbledonDouble	WimbledonDouble	?	?	true	WimbledonDouble	No description provided
Athlete	racketCatching	RacketCatching	?	?	true	RacketCatching	No description provided
Athlete	wimbledonSingle	WimbledonSingle	?	?	true	WimbledonSingle	No description provided
Athlete	australiaOpenMixed	AustraliaOpenMixed	?	?	true	AustraliaOpenMixed	No description provided
Athlete	asiaChampionship	AsiaChampionship	?	?	true	AsiaChampionship	No description provided
Athlete	sportCountry	Country	?	?	false	SportCountry	The country, for which the athlete is participating in championships
Athlete	bestRankDouble	BestRankDouble	?	?	true	BestRankDouble	No description provided
Athlete	laterality	Laterality	?	?	true	Laterality	No description provided
Athlete	oldTeamCoached	SportsTeam	?	?	false	OldTeamCoachedSportsTeam	No description provided
Athlete	coachSeason	CoachSeason	?	?	true	CoachSeason	No description provided
Athlete	hof	Hof	?	?	true	Hof	No description provided
Athlete	bronzeMedalDouble	BronzeMedalDouble	?	?	true	BronzeMedalDouble	No description provided
Athlete	britishOpen	BritishOpen	?	?	true	BritishOpen	No description provided
Athlete	athleticsDiscipline	Athletics	?	?	false	AthleticsDiscipline	No description provided
Athlete	wimbledonMixed	WimbledonMixed	?	?	true	WimbledonMixed	No description provided
Athlete	superbowlWin	SuperbowlWin	?	?	true	SuperbowlWin	No description provided
Athlete	hopmanCup	HopmanCup	?	?	true	HopmanCup	No description provided
Athlete	usOpenDouble	UsOpenDouble	?	?	true	UsOpenDouble	No description provided
Athlete	stateOfOriginYear	StateOfOriginYear	?	?	true	StateOfOriginYear	No description provided
Athlete	fibahof	Fibahof	?	?	true	Fibahof	No description provided
Athlete	nationalChampionship	NationalChampionship	?	?	true	NationalChampionship	No description provided
Athlete	debutTeam	SportsTeam	?	?	false	DebutSportsTeam	No description provided
Athlete	juniorTeam	SportsTeam	?	?	false	JuniorSportsTeam	No description provided
Athlete	probowlPick	ProbowlPick	?	?	true	ProbowlPick	No description provided
Athlete	rolandGarrosMixed	RolandGarrosMixed	?	?	true	RolandGarrosMixed	No description provided
Athlete	silverMedalSingle	SilverMedalSingle	?	?	true	SilverMedalSingle	No description provided
Athlete	draftTeam	SportsTeam	?	?	false	DraftSportsTeam	No description provided
Athlete	rolandGarrosSingle	RolandGarrosSingle	?	?	true	RolandGarrosSingle	No description provided
Athlete	tournamentOfChampions	TournamentOfChampions	?	?	true	TournamentOfChampions	No description provided
Athlete	ncaaSeason	NcaaSeason	?	?	true	NcaaSeason	No description provided
Athlete	trainer	Person	?	?	false	TrainerPerson	No description provided
Newspaper	sisterNewspaper	Newspaper	?	?	false	SisterNewspaper	No description provided
Newspaper	managingEditor	Person	?	?	false	ManagingEditorPerson	No description provided
Newspaper	associateEditor	Person	?	?	false	AssociateEditorPerson	No description provided
SportsTeam	manager	Person	?	?	false	ManagerPerson	No description provided
SportsTeam	generalManager	Person	?	?	false	GeneralManagerPerson	No description provided
SportsTeam	currentTeamMember	TeamMember	?	?	false	CurrentTeamMember	A current member of an athletic team.
SportsTeam	playerInTeam	Person	?	?	false	PlayerInTeamPerson	A person playing for the sports team.
SportsTeam	currentMember	Person	?	?	false	CurrentMemberPerson	No description provided
MeanOfTransportation	modelEndYear	ModelEndYear	?	?	true	ModelEndYear	No description provided
MeanOfTransportation	mass	kilogram	?	?	false	Masskilogram	No description provided
MeanOfTransportation	introductionDate	IntroductionDate	?	?	true	IntroductionDate	No description provided
MeanOfTransportation	designCompany	Company	?	?	false	DesignCompany	No description provided
MeanOfTransportation	diameter	metre	?	?	false	Diametermetre	No description provided
MeanOfTransportation	modelStartYear	ModelStartYear	?	?	true	ModelStartYear	No description provided
MeanOfTransportation	modelEndDate	ModelEndDate	?	?	true	ModelEndDate	No description provided
MeanOfTransportation	dischargeAverage	DischargeAverage	?	?	true	DischargeAverage	No description provided
MeanOfTransportation	relatedMeanOfTransportation	MeanOfTransportation	?	?	false	RelatedMeanOfTransportation	No description provided
MeanOfTransportation	numberOfLaunches	NumberOfLaunches	?	?	true	NumberOfLaunches	No description provided
MeanOfTransportation	length	millimetre	?	?	false	Lengthmillimetre	No description provided
MeanOfTransportation	numberOfCrew	NumberOfCrew	?	?	true	NumberOfCrew	No description provided
MeanOfTransportation	discharge	Discharge	?	?	true	Discharge	No description provided
MeanOfTransportation	height	millimetre	?	?	false	Heightmillimetre	No description provided
MeanOfTransportation	modelStartDate	ModelStartDate	?	?	true	ModelStartDate	No description provided
MeanOfTransportation	numberOfSeats	NumberOfSeats	?	?	true	NumberOfSeats	No description provided
MeanOfTransportation	width	millimetre	?	?	false	Widthmillimetre	No description provided
MeanOfTransportation	weight	kilogram	?	?	false	Weightkilogram	No description provided
OfficeHolder	otherParty	PoliticalParty	?	?	false	OtherPoliticalParty	No description provided
SoccerTournament	soccerTournamentLastChampion	SoccerClub	?	?	false	SoccerTournamentLastChampionSoccerClub	No description provided
SoccerTournament	soccerTournamentMostSteady	SoccerClub	?	?	false	SoccerTournamentMostSteadySoccerClub	No description provided
SoccerTournament	soccerTournamentMostSuccesfull	SoccerClub	?	?	false	SoccerTournamentMostSuccesfullSoccerClub	No description provided
SoccerTournament	soccerTournamentOpeningSeason	SoccerTournament	?	?	false	SoccerTournamentOpeningSeason	No description provided
SoccerTournament	soccerTournamentThisSeason	SoccerTournament	?	?	false	SoccerTournamentThisSeason	No description provided
SoccerTournament	soccerTournamentClosingSeason	SoccerTournament	?	?	false	SoccerTournamentClosingSeason	No description provided
SoccerTournament	soccerTournamentTopScorer	SoccerPlayer	?	?	false	SoccerTournamentTopScorerSoccerPlayer	No description provided
GridironFootballPlayer	undraftedYear	UndraftedYear	?	?	true	UndraftedYear	No description provided
GridironFootballPlayer	supplementalDraftYear	SupplementalDraftYear	?	?	true	SupplementalDraftYear	No description provided
GridironFootballPlayer	draftRound	DraftRound	?	?	true	DraftRound	No description provided
GridironFootballPlayer	draftPick	DraftPick	?	?	true	DraftPick	No description provided
Beverage	percentageAlcohol	PercentageAlcohol	?	?	true	PercentageAlcohol	No description provided
Beverage	introduced	Introduced	?	?	true	Introduced	No description provided
Beverage	discontinued	Discontinued	?	?	true	Discontinued	No description provided
Cemetery	numberOfGraves	NumberOfGraves	?	?	true	NumberOfGraves	No description provided
Single	bSide	BSide	?	?	true	BSide	No description provided
Single	certification	Certification	?	?	true	Certification	No description provided
Single	aSide	ASide	?	?	true	ASide	No description provided
Single	musicalBand	Band	?	?	false	MusicalBand	No description provided
Single	certificationDate	CertificationDate	?	?	true	CertificationDate	No description provided
Single	musicalArtist	MusicalArtist	?	?	false	MusicalArtist	No description provided
SoccerLeagueSeason	soccerLeagueSeason	SoccerLeagueSeason	?	?	false	SoccerLeagueSeason	No description provided
SoccerLeagueSeason	soccerLeagueRelegated	SportsTeam	?	?	false	SoccerLeagueRelegatedSportsTeam	No description provided
SoccerLeagueSeason	soccerLeagueWinner	SportsTeam	?	?	false	SoccerLeagueWinnerSportsTeam	No description provided
SoccerLeagueSeason	soccerLeaguePromoted	SportsTeam	?	?	false	SoccerLeaguePromotedSportsTeam	No description provided
SnookerPlayer	centuryBreaks	CenturyBreaks	?	?	true	CenturyBreaks	No description provided
SnookerPlayer	highestRank	HighestRank	?	?	true	HighestRank	No description provided
SnookerPlayer	highestBreak	HighestBreak	?	?	true	HighestBreak	No description provided
SnookerPlayer	bestFinish	BestFinish	?	?	true	BestFinish	No description provided
SnookerPlayer	otherWins	OtherWins	?	?	true	OtherWins	No description provided
SnookerPlayer	rankingWins	RankingWins	?	?	true	RankingWins	No description provided
SnookerPlayer	currentRank	CurrentRank	?	?	true	CurrentRank	No description provided
SnookerPlayer	priceMoney	PriceMoney	?	?	true	PriceMoney	No description provided
BelgiumSettlement	belgiumPoliticalMajority	PoliticalParty	?	?	false	BelgiumPoliticalMajorityPoliticalParty	No description provided
BelgiumSettlement	legalArrondissement	LegalArrondissement	?	?	true	LegalArrondissement	No description provided
BelgiumSettlement	belgiumMergedSettlement	BelgiumSettlement	?	?	false	BelgiumMergedBelgiumSettlement	No description provided
BelgiumSettlement	belgiumPoliticalSeats	BelgiumPoliticalSeats	?	?	true	BelgiumPoliticalSeats	No description provided
BelgiumSettlement	belgiumReffBourgmestre	Person	?	?	false	BelgiumReffBourgmestrePerson	No description provided
Memorial	codeMemorial	CodeMemorial	?	?	true	CodeMemorial	No description provided
EthnicGroup	totalPopulation	TotalPopulation	?	?	true	TotalPopulation	No description provided
EthnicGroup	populationPlace	PopulatedPlace	?	?	false	PopulationPopulatedPlace	a place were members of an ethnic group are living
PenaltyShootOut	penaltyScore	PenaltyScore	?	?	true	PenaltyScore	No description provided
PenaltyShootOut	penaltiesTeamB	PenaltiesTeamB	?	?	true	PenaltiesTeamB	No description provided
PenaltyShootOut	penaltiesTeamA	PenaltiesTeamA	?	?	true	PenaltiesTeamA	No description provided
Broadcaster	shareOfAudience	ShareOfAudience	?	?	true	ShareOfAudience	No description provided
Broadcaster	shareDate	ShareDate	?	?	true	ShareDate	No description provided
Broadcaster	digitalChannel	DigitalChannel	?	?	true	DigitalChannel	No description provided
Broadcaster	otherChannel	OtherChannel	?	?	true	OtherChannel	No description provided
Broadcaster	heightAboveAverageTerrain	HeightAboveAverageTerrain	?	?	true	HeightAboveAverageTerrain	No description provided
Broadcaster	digitalSubChannel	DigitalSubChannel	?	?	true	DigitalSubChannel	No description provided
Broadcaster	broadcastTranslator	BroadcastTranslator	?	?	true	BroadcastTranslator	No description provided
Broadcaster	formerCallsign	FormerCallsign	?	?	true	FormerCallsign	No description provided
Broadcaster	effectiveRadiatedPower	EffectiveRadiatedPower	?	?	true	EffectiveRadiatedPower	No description provided
Broadcaster	network	Broadcaster	?	?	false	NetworkBroadcaster	No description provided
Broadcaster	shareSource	ShareSource	?	?	true	ShareSource	No description provided
Broadcaster	broadcastStationClass	BroadcastStationClass	?	?	true	BroadcastStationClass	No description provided
Broadcaster	firstAirDate	FirstAirDate	?	?	true	FirstAirDate	No description provided
Broadcaster	broadcastNetwork	BroadcastNetwork	?	?	false	BroadcastNetwork	The parent broadcast network to which the broadcaster belongs.
Broadcaster	broadcastRepeater	BroadcastRepeater	?	?	true	BroadcastRepeater	No description provided
Broadcaster	sisterStation	Broadcaster	?	?	false	SisterStationBroadcaster	No description provided
Broadcaster	analogChannel	AnalogChannel	?	?	true	AnalogChannel	No description provided
Broadcaster	formerBroadcastNetwork	BroadcastNetwork	?	?	false	FormerBroadcastNetwork	A former parent broadcast network to which the broadcaster once belonged.
Broadcaster	lastAirDate	LastAirDate	?	?	true	LastAirDate	No description provided
Broadcaster	formerChannel	FormerChannel	?	?	true	FormerChannel	No description provided
Broadcaster	callsignMeaning	CallsignMeaning	?	?	true	CallsignMeaning	No description provided
Broadcaster	virtualChannel	VirtualChannel	?	?	true	VirtualChannel	No description provided
Broadcaster	broadcastArea	PopulatedPlace	?	?	false	BroadcastAreaPopulatedPlace	No description provided
Saint	canonizedBy	Person	?	?	false	CanonizedByPerson	No description provided
Saint	feastDay	FeastDay	?	?	true	FeastDay	No description provided
Saint	beatifiedBy	Person	?	?	false	BeatifiedByPerson	No description provided
Saint	beatifiedPlace	PopulatedPlace	?	?	false	BeatifiedPopulatedPlace	No description provided
Saint	canonizedPlace	PopulatedPlace	?	?	false	CanonizedPopulatedPlace	No description provided
